,Open,High,Low,Close,Volume_BTC
1.68031E+12,28474.62,28490,28474.61,28487.62,6.63882
1.68031E+12,28487.61,28489.79,28474.49,28474.5,5.08805
1.68031E+12,28474.49,28487.79,28467.91,28472.33,12.26869
1.68031E+12,28472.34,28472.34,28463.1,28463.11,4.27488
1.68031E+12,28463.11,28464.68,28461.55,28464.68,7.36237
1.68031E+12,28464.67,28480,28462.45,28480,6.88071
1.68031E+12,28482.14,28493.86,28482.14,28493.86,6.99388
1.68031E+12,28493.86,28497.62,28493.86,28495.81,2.8351
1.68031E+12,28495.82,28499.82,28495.81,28499.82,1.42685
1.68031E+12,28499.82,28502.5,28499.81,28502.5,3.16745
1.68031E+12,28502.5,28502.5,28502.49,28502.5,3.08971
1.68031E+12,28502.49,28502.5,28490,28490,9.50799
1.68031E+12,28490.01,28491.37,28490,28491.37,1.52281
1.68031E+12,28491.36,28506.15,28491.36,28506.15,4.44921
1.68031E+12,28506.17,28508.27,28506.17,28508.26,2.49956
1.68031E+12,28508.26,28522.72,28508.26,28522.72,13.15824
1.68031E+12,28522.71,28546.69,28519.95,28546.68,18.25221
1.68031E+12,28546.69,28557.51,28546.68,28555.07,14.11027
1.68031E+12,28555.07,28556.23,28546.25,28546.25,7.32805
1.68031E+12,28546.26,28551.71,28543.53,28551.68,7.36184
1.68031E+12,28551.68,28553.64,28548.48,28553.63,7.20787
1.68031E+12,28553.63,28553.63,28530,28530.01,7.17207
1.68031E+12,28530,28530,28519.32,28519.33,5.40748
1.68031E+12,28519.32,28519.33,28489.33,28489.33,9.47023
1.68031E+12,28489.33,28496.85,28482.44,28491.71,19.23728
1.68031E+12,28491.7,28496.85,28486.26,28496.85,4.56273
1.68031E+12,28496.84,28514.88,28496.84,28513.99,4.62721
1.68031E+12,28513.99,28518.47,28506.47,28506.47,5.94706
1.68031E+12,28506.48,28506.48,28500.15,28500.15,3.06709
1.68031E+12,28500.16,28503.73,28499,28499,2.80989
1.68031E+12,28499.01,28499.29,28482.19,28482.19,11.99892
1.68031E+12,28482.19,28490.74,28480,28487.09,12.28631
1.68031E+12,28487.1,28490.82,28487.09,28490.82,1.30419
1.68031E+12,28490.82,28496.65,28490.41,28490.42,3.72056
1.68031E+12,28490.42,28491.84,28490.42,28490.43,1.21249
1.68031E+12,28490.43,28490.43,28476,28476,1.61629
1.68031E+12,28476,28480.76,28476,28480.76,0.92174
1.68031E+12,28480.89,28494.65,28480.89,28492.95,2.04575
1.68031E+12,28492.95,28510.02,28492.95,28510.02,3.72657
1.68031E+12,28510.02,28510.02,28504.48,28504.49,5.51743
1.68031E+12,28504.49,28505.11,28490,28490,4.76541
1.68031E+12,28487.19,28487.19,28450,28456.95,8.61732
1.68031E+12,28456.94,28456.95,28426.01,28426.01,8.15657
1.68031E+12,28426,28465,28425.62,28458.25,9.71722
1.68031E+12,28456.24,28463.22,28453.3,28453.3,1.9047
1.68031E+12,28453.31,28458.11,28442.23,28444.45,4.67974
1.68031E+12,28444.44,28445.56,28434.34,28434.35,4.76031
1.68031E+12,28434.35,28434.35,28423.41,28427.13,7.65438
1.68031E+12,28427.03,28441.25,28423.42,28432.66,3.88323
1.68031E+12,28432.66,28435.96,28430.29,28430.29,1.97831
1.68031E+12,28430.29,28442.26,28430.29,28439.67,2.13129
1.68031E+12,28439.67,28442.26,28435.6,28440.39,5.23961
1.68031E+12,28440.38,28443.65,28434.86,28434.86,2.63735
1.68031E+12,28434.87,28434.87,28434,28434.01,4.4082
1.68031E+12,28434.01,28434.36,28431.46,28432.67,2.5266
1.68031E+12,28432.68,28449.61,28432.27,28447.82,9.62314
1.68031E+12,28447.82,28447.82,28445.65,28446.39,1.41449
1.68031E+12,28446.75,28448.01,28442.61,28448.01,2.7595
1.68031E+12,28448,28448,28441.07,28441.81,1.92612
1.68031E+12,28442.85,28446.91,28442.85,28446.91,1.34718
1.68031E+12,28446.91,28458.99,28443.9,28458.99,7.39651
1.68031E+12,28459,28468.06,28458.99,28462.17,8.95963
1.68031E+12,28462.17,28464.14,28459.57,28459.57,4.76574
1.68031E+12,28459.58,28459.58,28450.91,28450.92,2.3273
1.68031E+12,28450.92,28457.79,28450.91,28457.79,4.44586
1.68031E+12,28458.9,28458.91,28442.23,28442.23,2.7604
1.68031E+12,28442.24,28442.24,28435.9,28435.9,1.14324
1.68031E+12,28435.9,28435.91,28430.73,28431.83,4.57305
1.68031E+12,28431.83,28431.83,28425.75,28425.75,2.69753
1.68031E+12,28425.56,28429.32,28423.27,28423.37,5.23263
1.68031E+12,28426.26,28440,28425.33,28426.14,4.1139
1.68031E+12,28426.15,28426.15,28426.14,28426.14,1.13766
1.68031E+12,28426.14,28446.86,28426.14,28446.86,7.83923
1.68031E+12,28446.88,28451.43,28446.88,28451.42,3.64268
1.68031E+12,28451.43,28451.43,28444.68,28444.68,4.82964
1.68031E+12,28444.69,28447.07,28440.26,28440.27,6.03058
1.68031E+12,28440.26,28456.2,28440.26,28456.19,3.26963
1.68031E+12,28456.2,28460.88,28456.2,28460.88,1.98947
1.68031E+12,28460.88,28460.88,28454.42,28457.34,2.47135
1.68031E+12,28457.34,28460.48,28454.74,28460.48,1.44217
1.68031E+12,28460.48,28460.48,28457.04,28458.27,3.31258
1.68031E+12,28458.27,28458.27,28450,28450.36,3.25548
1.68031E+12,28450.37,28455.79,28450.36,28455.78,1.85505
1.68031E+12,28455.79,28456.36,28451,28451.01,1.94383
1.68031E+12,28451.01,28459.12,28451,28459.11,0.90147
1.68031E+12,28459.12,28460,28459.11,28460,0.69803
1.68031E+12,28460,28460,28451.75,28451.76,1.16692
1.68031E+12,28451.76,28459.99,28451.75,28459.98,2.72161
1.68031E+12,28459.99,28460.31,28451.81,28451.82,2.6146
1.68031E+12,28451.81,28451.82,28447.16,28447.89,2.53178
1.68031E+12,28447.89,28461.73,28447.89,28461.72,6.68758
1.68031E+12,28461.72,28461.72,28461.03,28461.05,1.26243
1.68031E+12,28461.05,28462.45,28457.62,28462.44,6.11139
1.68031E+12,28462.45,28469.1,28461.34,28469.1,3.63744
1.68031E+12,28469.1,28495,28469.1,28494.99,3.87057
1.68031E+12,28494.99,28495,28481.87,28481.87,2.4724
1.68031E+12,28481.88,28481.88,28463.69,28463.7,1.83515
1.68031E+12,28463.7,28465.63,28460.11,28462.1,3.897
1.68031E+12,28462.11,28469.62,28460.67,28469.61,2.24083
1.68031E+12,28469.62,28471.48,28466.38,28466.38,1.0357
1.68031E+12,28466.39,28467.69,28463.41,28463.58,3.16442
1.68031E+12,28463.59,28472.23,28462.95,28472.23,4.25698
1.68031E+12,28474.32,28478.56,28474.32,28478.56,1.13337
1.68031E+12,28478.56,28478.56,28475.62,28476.29,0.80485
1.68031E+12,28478.55,28483.5,28478.55,28482.7,1.66363
1.68031E+12,28482.7,28486.8,28482.69,28482.8,1.12896
1.68031E+12,28482.8,28482.81,28475.39,28475.4,1.61212
1.68031E+12,28475.4,28506.53,28475.39,28506.53,4.74692
1.68031E+12,28506.52,28543.33,28506.52,28535.98,37.29712
1.68031E+12,28535.98,28555.32,28535.97,28543.89,15.14646
1.68031E+12,28543.9,28552.25,28540,28552.25,14.12107
1.68031E+12,28552.24,28557.29,28538.04,28557.28,14.78229
1.68031E+12,28557.28,28599.08,28557.28,28576.77,30.92192
1.68031E+12,28576.77,28586.28,28572.19,28572.33,10.99658
1.68031E+12,28572.32,28572.33,28568.49,28568.81,5.3472
1.68031E+12,28568.49,28568.55,28555.31,28568.55,11.99929
1.68031E+12,28568.55,28578.69,28566.72,28578.68,13.94108
1.68031E+12,28578.68,28632.51,28578.68,28632.46,21.13012
1.68031E+12,28632.46,28636.28,28600,28606.53,15.16193
