,Open,High,Low,Close,Volume_BTC,,,,,,
1.67876E+12,24201.2,24201.2,24201.2,24201.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24201.2,24201.2,24201.2,24201.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24201.2,24201.2,24201.2,24201.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0.00146,1.67876E+12,35.4287396,1,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24266.26,24266.26,24266.26,24266.26,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24430,24430,24430,24430,0.00041,1.67876E+12,10.0163,1,0.00041,10.0163,0
1.67876E+12,24430,24430,24430,24430,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24430,24430,24430,24430,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0.0102,1.67876E+12,249.555138,1,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24466.19,24466.19,24466.19,24466.19,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24514.62,24514.62,24514.62,24514.62,0.00661,1.67876E+12,162.0416382,1,0,0,0
1.67876E+12,24514.62,24514.62,24514.62,24514.62,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24514.62,24514.62,24514.62,24514.62,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24450.29,24450.29,24444.2,24444.2,0.03161,1.67876E+12,772.7214169,2,0.00661,161.6164169,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0.09688,1.67876E+12,2368.154096,6,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24444.2,24444.2,24444.2,24444.2,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0.01959,1.67876E+12,477.9419316,1,0.01959,477.9419316,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67876E+12,0,0,0,0,0
1.67876E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24397.24,24397.24,24397.24,24397.24,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0.00085,1.67877E+12,20.762848,1,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.88,24426.88,24426.88,24426.88,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0.00119,1.67877E+12,29.0679991,1,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24426.89,24426.89,24426.89,24426.89,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24498.91,24500,24498.91,24500,0.00585,1.67877E+12,143.3240735,2,0.00585,143.3240735,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24500,24500,24500,24500,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24634.31,24634.31,24634.31,24634.31,0.0104,1.67877E+12,256.196824,1,0,0,0
1.67877E+12,24796.74,24799.91,24776.1,24799.91,0.0768,1.67877E+12,1904.582783,5,0.00108,26.758188,0
1.67877E+12,24775.37,24849.98,24775.37,24849.98,0.071,1.67877E+12,1763.52787,4,0.06,1490.9988,0
1.67877E+12,24849.98,24849.98,24846.76,24849.98,0.04019,1.67877E+12,998.7161882,3,0.04019,998.7161882,0
1.67877E+12,24849.98,24849.98,24772.38,24772.38,0.09171,1.67877E+12,2275.084646,5,0.04136,1027.795173,0
1.67877E+12,24772.38,24772.38,24772.38,24772.38,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24573.92,24573.92,24573.92,24573.92,0.00701,1.67877E+12,172.2631792,1,0.00701,172.2631792,0
1.67877E+12,24573.92,24573.92,24573.92,24573.92,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24573.92,24573.92,24573.92,24573.92,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24573.92,24573.92,24573.92,24573.92,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24573.92,24573.92,24573.92,24573.92,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24573.92,24573.92,24573.92,24573.92,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24408.39,24408.39,24371.5,24371.5,0.041,1.67877E+12,1000.128273,4,0,0,0
1.67877E+12,24371.5,24371.5,24371.5,24371.5,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24371.5,24371.5,24371.5,24371.5,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24371.5,24371.5,24371.5,24371.5,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24380.1,24380.1,24375.22,24375.22,0.00706,1.67877E+12,172.0987644,3,0.00706,172.0987644,0
1.67877E+12,24375.22,24375.22,24375.22,24375.22,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0.0015,1.67877E+12,36.62031,1,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24413.54,24413.54,24413.54,24413.54,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24462.31,24462.31,24462.31,24462.31,0.0013,1.67877E+12,31.801003,1,0.0013,31.801003,0
1.67877E+12,24462.31,24462.31,24462.31,24462.31,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24462.31,24462.31,24462.31,24462.31,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24462.31,24462.31,24462.31,24462.31,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24462.31,24462.31,24462.31,24462.31,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24462.31,24462.31,24462.31,24462.31,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24462.31,24462.31,24462.31,24462.31,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24463,24463,24463,24463,0.00332,1.67877E+12,81.21716,1,0,0,0
1.67877E+12,24463,24463,24463,24463,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24463,24463,24463,24463,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24463,24463,24463,24463,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24463,24463,24463,24463,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24463,24463,24463,24463,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0.00332,1.67877E+12,80.9916656,1,0.00332,80.9916656,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67877E+12,0,0,0,0,0
1.67877E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
1.67878E+12,24395.08,24395.08,24395.08,24395.08,0,1.67878E+12,0,0,0,0,0
