,Open,High,Low,Close,Volume_BTC
1.66726E+12,20489.49,20496.41,20470.95,20471.18,140.05108
1.66726E+12,20471.42,20472.83,20457.93,20468.16,155.79544
1.66726E+12,20469.68,20475.51,20460,20465.9,159.01671
1.66726E+12,20464,20478.52,20454.55,20472.03,127.58343
1.66726E+12,20473.29,20479.39,20465,20473.92,91.4149
1.66726E+12,20473.94,20479.5,20452.6,20458.13,158.58444
1.66726E+12,20459.02,20462.05,20448.55,20459.26,108.99506
1.66726E+12,20459.19,20467.12,20454.04,20455.88,68.39773
1.66726E+12,20453.97,20469.47,20453.95,20464.66,81.67557
1.66726E+12,20464.08,20472.25,20461.75,20466.57,45.36233
1.66726E+12,20466.38,20473.5,20461.25,20470.85,64.04749
1.66726E+12,20470.88,20473.92,20462.35,20466.69,55.80801
1.66726E+12,20466.6,20499.27,20464.37,20493.69,177.17024
1.66726E+12,20493.25,20503.19,20488.16,20490.21,115.07701
1.66726E+12,20490.14,20490.84,20482.4,20485.98,65.89976
1.66726E+12,20485.53,20494.14,20476.74,20484.06,105.88855
1.66726E+12,20482.43,20492.94,20482.35,20485.47,71.98986
1.66726E+12,20484.32,20486.68,20474.93,20482.94,57.11133
1.66726E+12,20482.96,20485.96,20472.88,20475.76,67.20202
1.66726E+12,20475.9,20477.96,20472.79,20475.02,35.31057
1.66726E+12,20474.48,20485.18,20469.42,20481.43,57.1111
1.66726E+12,20481.02,20483.52,20473.34,20480.8,31.75886
1.66726E+12,20479.95,20480.84,20470.67,20476.39,54.28047
1.66726E+12,20475.6,20476.43,20470.54,20474.64,36.03442
1.66726E+12,20474.83,20480,20464.17,20464.51,68.98697
1.66726E+12,20464.69,20469.65,20454.63,20459.89,140.11491
1.66726E+12,20459.22,20464.14,20455.95,20459.93,49.77313
1.66726E+12,20459.87,20467.99,20456.14,20465.35,80.52833
1.66726E+12,20465.35,20466.31,20437.95,20451.64,154.9882
1.66726E+12,20450.16,20453.77,20446.44,20450.43,44.2752
1.66726E+12,20451.45,20487.99,20450.33,20463.64,199.51208
1.66726E+12,20463.15,20463.98,20449.06,20461.77,110.36125
1.66726E+12,20461.77,20465.71,20454.31,20461.03,70.26257
1.66726E+12,20460.37,20461.64,20453.26,20460.62,56.44537
1.66726E+12,20460,20465.84,20456.92,20459.69,60.66906
1.66726E+12,20459.07,20468.7,20455.55,20462.38,71.97681
1.66726E+12,20462.67,20466.77,20458.32,20465.29,61.71092
1.66726E+12,20465.29,20478.61,20463.1,20471.6,67.26031
1.66726E+12,20470.34,20486.42,20470.34,20476.16,107.68814
1.66726E+12,20475.99,20485.47,20468.39,20480.05,83.87824
1.66726E+12,20480.65,20483,20472.08,20475.69,66.79409
1.66726E+12,20476.31,20482,20468.82,20471.91,94.46645
1.66726E+12,20471.5,20479.76,20465,20472.01,68.24611
1.66726E+12,20470.13,20474.81,20466.64,20470.17,36.9172
1.66726E+12,20469.96,20474.22,20465.46,20467.26,39.84489
1.66726E+12,20467.27,20471.36,20462.34,20466.88,74.98216
1.66726E+12,20467.06,20472.61,20461.21,20464.35,64.44293
1.66726E+12,20463.95,20470.85,20461.3,20463.09,40.71119
1.66726E+12,20463.82,20466.94,20454.21,20456.44,67.51806
1.66726E+12,20456.91,20463.99,20453.15,20455.25,47.76921
1.66726E+12,20454.27,20461.76,20447.65,20453.16,79.74201
1.66726E+12,20453.07,20455.79,20446.23,20452.86,54.57053
1.66726E+12,20452.1,20454.41,20446.11,20450.74,46.6108
1.66726E+12,20449.87,20453.46,20445.95,20447.64,49.429
1.66726E+12,20447.36,20454.57,20445.12,20452.61,49.32944
1.66726E+12,20452.06,20456.71,20446.8,20454.15,59.88576
1.66726E+12,20455.39,20456.74,20442.97,20446.06,76.52145
1.66726E+12,20447,20453.44,20445.24,20449.03,46.17721
1.66726E+12,20448.73,20456.35,20447.92,20456.35,33.89449
1.66726E+12,20455.11,20458.63,20447.87,20451.92,59.46026
1.66726E+12,20451.91,20459.03,20450.4,20456.26,42.86036
1.66726E+12,20456.26,20461.85,20451.9,20455.36,79.05261
1.66726E+12,20455.1,20459,20450,20453.33,42.14609
1.66726E+12,20452.84,20461.09,20452,20460.37,32.50649
1.66726E+12,20459.99,20464.55,20456.2,20461.76,35.69647
1.66726E+12,20462.17,20466.56,20458.62,20462.22,47.00387
1.66726E+12,20463.49,20466.33,20459.92,20465.82,44.25325
1.66726E+12,20464.58,20468.96,20460.62,20467.43,39.57126
1.66726E+12,20466.46,20467.96,20461.71,20466.59,41.70405
1.66726E+12,20466.4,20468.32,20461.71,20465.33,72.42715
1.66727E+12,20465.33,20471,20464.08,20470.33,53.5946
1.66727E+12,20470,20471,20466.58,20469.73,51.85745
1.66727E+12,20469.72,20483,20468.29,20479.59,118.0185
1.66727E+12,20479.58,20481.67,20472.18,20473.25,60.53867
1.66727E+12,20473.14,20479.2,20472.27,20476.06,52.9556
1.66727E+12,20475.49,20479.93,20462.61,20464.11,94.78429
1.66727E+12,20463.28,20468.96,20459.42,20463.61,60.54202
1.66727E+12,20463.53,20465.6,20452.73,20462.97,75.57026
1.66727E+12,20462.32,20465.37,20456.98,20461,62.19633
1.66727E+12,20461.22,20467,20459.75,20465.48,65.8577
1.66727E+12,20465.78,20489.12,20463.33,20483.15,168.82979
1.66727E+12,20483.13,20513.68,20481.2,20508.96,211.05971
1.66727E+12,20507.86,20511.86,20495.88,20498.89,94.91637
1.66727E+12,20498.87,20504.79,20496.09,20498.3,69.34584
1.66727E+12,20498.07,20502.84,20493.35,20501.7,64.54734
1.66727E+12,20500.73,20510.4,20496.03,20497.88,92.29092
1.66727E+12,20497.83,20509.04,20492.23,20498.43,91.50414
1.66727E+12,20498.77,20523.41,20492.86,20516.15,187.12039
1.66727E+12,20518,20525,20514,20516.53,75.2529
1.66727E+12,20516.53,20521.28,20512.5,20517.24,58.01447
1.66727E+12,20516.55,20521.77,20515.26,20519.57,55.79651
1.66727E+12,20519.23,20548.51,20517.48,20543.76,263.11852
1.66727E+12,20543.91,20549.57,20538,20543.95,105.53196
1.66727E+12,20543.95,20550,20523.42,20544.03,208.88992
1.66727E+12,20545.26,20549.06,20532.47,20533.73,121.48375
1.66727E+12,20534.02,20545.76,20532.79,20540.98,88.57054
1.66727E+12,20541.25,20545.54,20537.24,20543.39,72.57093
1.66727E+12,20544.69,20545.2,20529.08,20541.45,83.57616
1.66727E+12,20540.35,20542.42,20533.44,20534.94,83.1005
1.66727E+12,20534.49,20537.37,20529.24,20530.75,44.77308
1.66727E+12,20530.33,20532.42,20520.7,20525.51,106.88853
1.66727E+12,20525.6,20526.33,20514.78,20518.63,97.7459
1.66727E+12,20518.73,20519.06,20512.12,20513.13,56.2402
1.66727E+12,20513,20516.31,20502.27,20513.88,102.03221
1.66727E+12,20512.68,20514.81,20508.09,20508.56,40.29284
1.66727E+12,20508.56,20516.43,20505,20511.74,106.88321
1.66727E+12,20512.09,20514.35,20505,20513.21,69.25669
1.66727E+12,20511.57,20515.77,20505,20507.91,73.25546
1.66727E+12,20507.91,20517.79,20506.88,20512.41,66.96699
1.66727E+12,20512.47,20514.65,20502.74,20506.61,90.56538
1.66727E+12,20505.84,20509.09,20500,20501.89,85.4884
1.66727E+12,20501.88,20505.75,20496.75,20499.15,104.60872
1.66727E+12,20499.15,20509.9,20496.98,20507.17,51.04595
1.66727E+12,20507.17,20507.17,20486.01,20498.85,159.56426
1.66727E+12,20498.86,20502.89,20492.97,20498.8,46.96774
1.66727E+12,20498.81,20502.23,20496.4,20497.03,32.52148
1.66727E+12,20497.6,20503.09,20495,20500.2,59.64001
1.66727E+12,20500.2,20503.17,20495.98,20500.38,34.53389
1.66727E+12,20500.38,20505.53,20497.07,20500.37,47.32299
1.66727E+12,20501,20512.86,20500.55,20512.42,53.3941
1.66727E+12,20511.89,20518.36,20506.15,20508.49,78.67116
1.66727E+12,20508.42,20516.98,20508.28,20514.09,44.77285
1.66727E+12,20514.4,20523.42,20508.79,20513.66,91.54832
1.66727E+12,20511.94,20513.41,20494.24,20498.09,77.55027
1.66727E+12,20498.34,20499.54,20493.45,20496.86,27.50435
1.66727E+12,20496.77,20507.76,20495.48,20505.05,51.45729
1.66727E+12,20505,20511.02,20501,20505.17,57.79789
1.66727E+12,20504.37,20510.6,20497.87,20510.42,49.56659
1.66727E+12,20509.25,20515.05,20509.25,20513.14,35.56857
1.66727E+12,20512.14,20515.27,20504.53,20507.86,44.40179
1.66727E+12,20506.91,20510,20500,20507.9,58.71558
1.66727E+12,20508.16,20509.88,20498.54,20503.95,44.09768
1.66727E+12,20503.94,20505.65,20497.09,20502,39.51062
1.66727E+12,20501.46,20505,20499.73,20501.32,34.25421
1.66727E+12,20502.89,20511.2,20498.12,20509.86,62.35703
1.66727E+12,20509.26,20511.04,20498.8,20500.47,61.09069
1.66727E+12,20499.74,20502.23,20491.42,20494.73,53.84018
1.66727E+12,20494.05,20501.19,20491.25,20498.73,49.56559
1.66727E+12,20498.71,20502.68,20495.01,20496.45,43.21672
1.66727E+12,20496.48,20499,20493.42,20497.47,26.09084
1.66727E+12,20497.43,20507.22,20496.55,20503.99,46.1899
1.66727E+12,20503.14,20503.98,20496.54,20500.73,51.76546
1.66727E+12,20500.74,20505.5,20500.02,20501.7,40.58894
1.66727E+12,20501.73,20503.41,20493.56,20495.92,63.2912
1.66727E+12,20495.93,20502.01,20492.97,20500.55,40.44168
1.66727E+12,20499.41,20514.6,20497.19,20509.08,77.01249
1.66727E+12,20508.95,20508.95,20501.26,20502.58,51.5367
1.66727E+12,20502.57,20506.11,20501.33,20503.72,38.51561
1.66727E+12,20503.58,20511.01,20500.65,20503.14,83.24965
1.66727E+12,20503.83,20509.75,20502.31,20503.84,49.02297
1.66727E+12,20502.98,20514.61,20500.09,20512.95,74.48654
1.66727E+12,20513.64,20538.93,20509.91,20516.63,197.87404
1.66727E+12,20516.51,20525.71,20511.11,20512.61,84.14864
1.66727E+12,20511.96,20524.99,20509.77,20517.36,81.93606
